"year","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","valence","popularity","genre","duration_min","duration_sec"
1990,15.6,49.9,77.7,11.6,21,-6.75,"minor",3.5,17.1,42,"other",4,13
1958,97.4,50.8,17.3,0,9.85,-10.289,"major",2.94,43.4,18,"other",2,27
1980,58.6,74,39.4,0.0215,31.6,-15.126,"major",3.31,78,58,"classic",3,40
1999,85.7,38.8,23,0.00041,14.4,-9.963,"major",3.25,54.8,29,"classic",3,21
1998,39.5,52.6,39.3,0,17.2,-7.822,"major",2.74,10.4,9,"classic",4,53
2019,4.93,73.2,38.7,0,14.1,-8.47,"minor",7.41,24.2,72,"rap",2,40
2020,4.93,73.2,38.7,0,14.1,-8.47,"minor",7.41,24.2,72,"rap",2,40
2021,59.7,55,63.7,0,12.9,-5.212,"major",16.3,53.5,70,"rap",2,40
1995,48.8,58.1,50.9,0,7.03,-10.9,"major",5.28,36.3,46,"soul",4,16
1987,54.3,59.5,55.7,0,17.6,-8.305,"major",2.53,41.5,51,"soul",4,7
1987,32.3,51.2,86.2,0,75.7,-11.84,"major",5.29,65.8,15,"soul",3,59
1962,83.4,45.1,36.7,0.00654,18.3,-7.147,"major",2.51,23.9,45,"other",2,23
1974,72.3,67.6,29.2,0.189,43.3,-14.448,"major",34,64.9,51,"rock",3,24
1976,7.47,69.1,55.1,10.4,3.4,-12.15,"minor",5.03,93.8,64,"classic",5,18
1980,62.3,49.6,26.4,0.116,5.4,-18.292,"major",3.48,8.37,44,"classic",5,16
1988,23.2,63.4,45.1,0,5.76,-13.775,"major",2.71,23.8,53,"classic",4,12
2018,0.381,79.9,57.9,0,36.7,-5.144,"minor",4.87,36.3,0,"rap",3,23
2019,9.96,91,36.6,0,26.1,-9.954,"major",9.41,74,69,"rap",2,32
2011,22.1,43.3,66.8,0,12.6,-6.544,"major",21.1,35.1,42,"soul",7,17
1985,11.2,89.2,57.8,0.0315,8.97,-5.025,"major",15,62.1,63,"pop",3,56
1986,12.8,75.2,82.3,0.98,30.3,-9.455,"minor",4.47,96.2,69,"soul",4,37
1985,23.8,73.4,58,0.06,2.98,-6.619,"minor",3.21,96.2,81,"soul",4,19
1981,1.81,51.3,90.4,0,96.4,-3.524,"major",4.99,77.2,42,"rock",4,0
1983,28.3,61.5,56.3,0.118,11.7,-7.585,"major",2.54,54.7,54,"rock",4,55
1978,0.506,52.9,96.8,0.034,20.1,-5.198,"major",5.03,75.1,66,"rock",5,3
1978,27.1,52,45.1,0.0285,19.6,-6.418,"major",2.69,33.3,59,"rock",4,41
1984,10.2,60.6,52.7,0.0419,6.64,-15.238,"major",4.15,67.4,45,"rock",3,43
1974,37.1,34,26.3,2.23,11.8,-17.392,"minor",3.25,61.5,29,"soul",3,33
1966,30.3,38.3,48.4,0.000205,14.5,-7.33,"major",2.66,64.9,8,"soul",2,36
1962,60.1,54.2,36.1,0.00293,32.4,-13.809,"major",2.8,53.3,4,"other",2,12
1958,80.1,48.4,45.6,0,11.9,-5.927,"major",4.06,70.8,1,"other",2,31
1969,69,43.1,27.9,0,8.04,-13.818,"major",2.65,49.5,23,"other",3,16
1985,1.07,44.9,90.7,0,27.2,-3.41,"major",3.55,81.5,47,"rock",3,29
1965,64,47.3,50.6,0.00113,24,-13.103,"major",3.77,59.1,35,"other",2,25
1958,96.6,26.7,20.5,0.203,11.3,-13.75,"major",3.48,17.8,48,"other",2,25
1966,78.1,52.4,55.8,0,21.6,-12.013,"major",4.69,58.5,36,"other",2,7
1966,79,57.4,49.8,0,22,-12.138,"minor",4.2,69.2,25,"other",2,25
1984,66.7,59.9,44.2,0,14.3,-9.755,"minor",2.39,41.5,66,"other",4,16
1960,41.4,57.9,32.3,0.00139,14.1,-11.462,"major",3.6,51.8,10,"pop",2,23
2003,38.8,27.2,28.1,0.00229,15.8,-7.634,"major",2.87,14.1,65,"other",4,0
2015,5.06,69.3,80.8,0.000118,57.8,-6.231,"minor",9.3,54.7,68,"other",2,42
1962,83.4,45.1,36.7,0.00654,18.3,-7.147,"major",2.51,23.9,45,"other",2,23
2014,0.375,77,80.1,0.281,5.15,-4.182,"minor",3.36,72.5,61,"rock",3,53
1958,88.6,45,29.6,0.00129,12.7,-11.758,"minor",2.88,34,16,"rock",2,8
1961,80.8,31.7,16.1,0,10.4,-18.856,"major",3.22,28.7,35,"rock",3,8
1960,77,47.1,19,0.385,12.9,-16.046,"major",2.8,30.5,58,"rock",2,27
1959,30.2,74.8,25.4,0,10.7,-14.77,"major",4.44,34.7,28,"rock",2,28
1962,75,71.8,56.2,0,16.4,-7.279,"major",2.83,92,15,"rock",2,25
1959,56.8,62.8,62.1,0.00187,10.8,-11.171,"major",4.26,88.1,15,"rock",2,12
1972,46.1,34,42,1.95,9.57,-18.601,"major",7.67,51.7,12,"other",9,22
2005,61.1,62.8,94.3,0.00738,6.68,-5.683,"major",6.47,92.2,47,"country",2,21
2013,2.27,65.2,87.7,0,7.89,-2.986,"major",4.65,48.6,78,"pop",3,20
2013,5.42,66.3,85.7,0,14.4,-2.16,"major",5.44,93.1,75,"pop",3,20
2015,6.87,53.7,70.5,0,8.42,-6.073,"major",3.37,32,66,"pop",4,9
2015,10.9,73,70.3,0,6.57,-5.672,"minor",3.69,59.5,81,"pop",3,12
2015,85.9,67.2,52,0,11.5,-7.747,"major",3.53,37,89,"pop",3,47
1986,6.08,72.3,85.9,0.00126,16.5,-8.963,"minor",13.7,46.7,11,"other",6,34
2006,1.38,81,72,0,22.1,-4.793,"major",5.03,80.5,54,"other",4,7
1978,2.09,70.2,93.3,0.000174,29.4,-5.783,"minor",19.6,70,20,"rock",4,5
1969,38.2,39.6,30.3,0,41.4,-11.794,"major",2.85,18.7,27,"pop",2,29
2004,37.6,65.3,81.6,0.000161,7.54,-6.373,"major",6.38,80.2,61,"other",3,47
1988,62.4,61.9,67.7,0.00646,5.89,-11.728,"minor",7.46,57.1,59,"pop",4,56
1990,39.6,33.9,20.8,0.0519,18,-16.725,"major",3.08,28.8,80,"pop",3,38
1965,39.6,33.9,20.8,0.0519,18,-16.725,"major",3.08,28.8,79,"pop",3,38
1974,38.7,62.7,79.1,0,37,-8.54,"major",2.71,79.8,18,"pop",3,26
1967,47.3,31.9,47.5,2.45,12.1,-12.053,"major",4.59,67.7,37,"classic",2,38
1966,1.88,61.1,64.6,0.000154,11.1,-10.528,"major",3.7,54,18,"classic",2,10
1966,17.7,47.5,77.6,0.000132,18,-8.36,"minor",3.32,84.3,12,"classic",3,9
1982,14.2,73.7,71,0.000863,26.6,-7.683,"minor",3.92,81,28,"rock",4,20
1976,15.9,62.8,78.6,0.00304,32.7,-12.976,"major",4.55,71,14,"rock",3,42
1977,95.9,35.5,11.2,0.0104,6.74,-15.309,"major",3.62,15.3,51,"rock",3,40
1978,31.3,57.4,51.4,0.362,27.4,-8.02,"minor",2.8,35.2,61,"rock",3,6
1963,61.1,68.4,61.4,0.0198,12.9,-11.571,"major",3.55,83.6,54,"classic",2,12
1986,0.379,60.8,92,0.625,35.7,-11.807,"major",5.1,58,47,"pop",5,6
1990,2.32,43.1,59.8,0.12,4.87,-8.576,"major",3.04,37.3,66,"pop",6,31
1985,17.4,51.1,94.2,0.00187,13.9,-10.407,"major",4.29,49.8,75,"pop",6,34
2021,5.28,53.5,85.9,0,32,-2.922,"major",3.44,69.8,67,"country",2,47
2009,44,63.9,67.8,0.000145,22.1,-5.02,"major",2.78,53.1,67,"country",3,32
2010,44,63.9,67.8,0.000145,22.1,-5.02,"major",2.78,53.1,67,"country",3,32
2017,7.15,58.4,62.1,0.000168,38.9,-5.703,"major",4.43,63.4,57,"country",2,58
1963,87.4,48.5,13.9,0.0159,7.27,-10.913,"major",3.31,38.4,14,"other",2,41
1960,59.3,51.5,41.2,0,21.8,-6.322,"major",2.77,39.2,36,"other",3,6
1978,15.6,94.3,68.4,0.359,8.1,-6.924,"major",12.6,84.6,12,"other",3,43
2001,1.59,77,86,0.0713,6.82,-3.702,"major",19,54.7,69,"pop",4,42
2011,18.2,67.3,93.2,0.000193,30.3,-3.252,"major",16.4,53.6,41,"pop",4,16
1983,47.7,55.7,57.8,0,28.5,-6.208,"minor",3.37,29,3,"soul",3,35
1967,59.6,70.2,47.2,0,6.04,-12.507,"major",3.16,96.3,28,"soul",2,25
1967,3.84,68.4,86.4,0.0233,10.7,-6.838,"major",4.61,84.1,32,"classic",1,58
2011,13.8,73,76.9,0,4.73,-5.114,"major",2.98,50.7,82,"soul",3,48
2016,30.3,37.6,59.5,0,9.5,-5.936,"major",4.96,26.5,76,"soul",4,51
2012,13.8,73,76.9,0,4.73,-5.114,"major",2.98,50.7,82,"soul",3,48
2011,89.3,55.6,31.9,0,9.96,-8.251,"major",2.81,29.4,81,"soul",4,45
2013,41.7,34.6,55.2,0,11.4,-6.864,"minor",2.82,7.89,88,"soul",4,46
2016,33,57.8,43,0,8.54,-6.134,"minor",3.05,28.8,75,"soul",4,56
1965,55.1,39.4,74.1,0.00163,17.6,-8.239,"major",3.44,60.2,17,"classic",2,23
1965,35.4,49.8,52.5,0,10.8,-9.901,"minor",4.39,54.9,34,"classic",2,26
2002,0.109,45.1,92.9,0.785,44.2,-5.021,"major",5.49,37.8,62,"rock",3,20
2012,2.06,45.7,75.7,0,14.6,-5.177,"major",3.2,41.7,83,"rock",4,27
2014,21.7,52.7,72.3,0,3.7,-6.134,"major",4.11,88.8,62,"country",3,57
1961,87.5,53,62.4,0,33,-8.008,"major",3.53,96.2,29,"other",2,30
1999,0.109,55.3,87.2,0.115,9.88,-5.617,"major",3.74,54.3,65,"rock",2,55
1968,58,34,30.9,0,9.07,-14.399,"major",3.06,56.1,11,"other",2,55
1967,72.1,63.7,18.9,0,9.39,-10.726,"major",4.71,69.5,54,"other",4,15
2004,1.22,75.4,71.8,0.0111,9.23,-4.209,"minor",11.1,57.6,54,"pop",3,21
2006,19.8,53.8,84.2,0,11.5,-3.26,"major",5.99,62,18,"other",3,15
1977,2.34,72.7,64.1,1.36,10.9,-11.074,"major",3.92,65.2,57,"country",3,19
1977,0.982,83.9,51.4,6.84,18.4,-7.466,"major",4.29,96.1,10,"other",5,8
2007,0.143,63.6,83.8,0.00122,5.73,-3.988,"major",3.29,31.8,52,"pop",3,19
1965,61.2,32.3,47.3,0.0802,93.4,-9.266,"major",12.8,21.6,29,"soul",4,9
1961,44.8,72.3,56.5,86.6,7.08,-4.175,"major",3.86,85.9,43,"soul",2,39
2016,81.8,54.6,31.1,0.00165,10.7,-10.396,"major",2.88,24.6,72,"pop",4,21
2003,0.39,74.3,44.6,11.8,33.7,-7.807,"minor",6.83,27.8,87,"rock",3,52
1970,37.3,67.3,67.3,2.65,20.6,-13.941,"major",4.93,82.5,64,"rock",3,19
1973,64,55.1,62,0.147,55.9,-11.464,"major",3.48,83.4,60,"rock",3,24
1974,10.7,59.6,64.3,0.173,12.9,-11.511,"major",3.16,73.5,42,"rock",3,27
1972,68.6,65.4,50.6,1.55,15.5,-17.18,"minor",5.35,83.1,80,"other",4,12
1969,18.4,80.1,43.5,0,9.04,-9.33,"major",4.48,95.3,60,"other",2,37
1962,80.7,52.8,18.6,0,29.8,-12.42,"major",2.91,33.5,6,"other",2,36
1964,20.4,71.4,40.8,0.000291,69.9,-14.462,"major",4.95,93.2,15,"soul",2,11
1975,37.4,35.1,29.2,0.0531,9.24,-19.343,"minor",3.58,38.6,15,"other",4,46
1980,24,73,61,0,9.69,-13.418,"major",4.08,77.9,45,"classic",4,21
1977,59.2,36.7,59.4,0.00106,25.8,-7.095,"major",2.92,29.5,34,"classic",3,44
1974,5.32,71.6,75.3,0.0619,18.3,-12.407,"major",3.68,95.2,50,"classic",4,14
2021,52.4,44.9,46.5,0.000102,30.3,-8.964,"major",7.91,54.3,81,"other",3,18
2011,1.35,66.6,97.5,0.0925,10.5,-3.47,"major",3.45,45.2,65,"pop",3,11
2019,75.1,50.1,40.5,0,10.5,-5.679,"major",3.19,44.6,91,"pop",3,2
2006,9.01,82.3,58.6,0,6.05,-6.044,"minor",33.6,61.1,46,"rap",3,23
2018,1.61,71,78.9,0.000277,45.1,-3.874,"major",7.22,71.7,75,"pop",2,11
1965,87.3,56,52.9,0,36.1,-10.105,"major",3.03,49.8,31,"other",2,19
2015,0.205,63.8,92.4,0.0175,14.9,-3.887,"major",3.6,53,83,"pop",4,24
2012,5.09,44.9,58.5,0.00875,8.33,-6.761,"major",2.68,21.2,85,"pop",4,39
2014,0.617,54.5,67.5,0.197,20.9,-6.474,"major",2.79,16.2,87,"pop",4,28
1959,66,55.2,66.7,0,10,-7.058,"major",3.9,64,15,"pop",2,22
1959,18.3,64,92,0.000807,28.3,-5.51,"minor",6.82,93,19,"pop",2,12
1963,15.7,42.4,68.6,0,54.8,-6.572,"minor",3.3,96.7,10,"pop",2,15
1964,29.8,57.1,77.5,0,23.1,-6.692,"major",3.56,94.7,20,"pop",2,48
1960,67.9,59.8,71.4,0.000299,5.39,-6.981,"major",4.43,85.3,25,"pop",2,23
1977,73.4,55.3,49.9,0.00404,12.3,-12.849,"major",3.3,55.4,8,"other",3,28
1997,1.43,74.6,73.8,0,12.8,-4.867,"major",15.9,65.3,43,"hip",4,35
1963,26.6,61.2,58.1,0,10.3,-7.763,"minor",2.59,85.9,20,"other",1,52
1972,62.5,55.8,52.8,0.00749,10.4,-6.265,"minor",3.2,60.6,68,"pop",3,41
1973,49.3,77,88.9,0.00111,4.81,-6.358,"major",3.37,92.1,37,"pop",2,45
1982,5.22,73.8,45.5,77.3,7.27,-15.644,"major",5.14,60.7,40,"other",5,6
1960,89.2,52.2,27.1,0,20.5,-8.779,"major",2.84,43.5,13,"other",2,48
1991,1.9,50.6,98.3,0,33.9,-3.071,"major",7.92,53.4,40,"rock",3,21
1998,73.2,60.7,31.7,0.00453,8.6,-10.244,"minor",2.9,11.1,68,"pop",3,51
1990,43.3,25.6,46.4,0,12.1,-10.959,"major",3.82,35.5,60,"pop",3,29
1995,13.9,66.9,72.7,0,12.3,-7.588,"major",3.53,80.7,79,"pop",4,3
1997,11.9,69.4,82.4,0.000715,15.2,-6.756,"major",9.09,67.5,62,"pop",5,0
2018,16.4,33.6,62.7,0,7.08,-7.463,"major",3.84,35,79,"pop",4,1
1999,17.4,61.2,52.1,0,10.3,-7.647,"major",3.04,17.5,56,"pop",3,56
2005,3.39,83.7,46.2,0,9,-7.89,"major",6.01,76.2,74,"pop",3,21
1992,67.1,40.1,48.9,0,88.7,-9.919,"major",3.28,30.3,53,"pop",4,24
2008,19,46.8,72.3,0,36.6,-5.344,"major",7.82,44.9,51,"pop",3,1
1990,10.4,71.9,72.6,0.00387,8.26,-11.829,"minor",6.57,59.7,14,"other",4,48
2004,0.00606,45.1,81.5,0,27,-5.55,"minor",3.68,61.8,73,"other",3,14
2017,69.5,35.8,55.7,0,9.02,-7.398,"major",5.9,49.4,89,"pop",3,31
1963,77.3,61,64,0,16.8,-9.388,"major",25.5,83.1,20,"classic",2,17
1968,26.3,44.3,72.7,0.0141,16.9,-7.951,"major",14.5,56.6,69,"rock",4,13
2001,53.8,70.6,32.6,0.000806,17.1,-10.45,"minor",11.6,70.5,53,"soul",5,19
1978,0.588,71.4,66.5,13.1,6.55,-10.948,"minor",3.81,80.5,49,"classic",6,33
1959,23.7,28.6,52.2,0,32,-5.329,"major",3.12,56.4,52,"other",2,40
1976,9.02,68.9,70.8,0.000846,10.2,-8.835,"major",2.57,84.9,14,"classic",4,35
1975,0.204,38.6,54,0.876,9.18,-13.298,"major",3.1,49.3,30,"classic",3,58
2004,7.44,75.6,69.1,0,36.4,-3.718,"major",17.8,63.2,71,"rap",3,55
2002,3.02,67.5,60.7,0.000897,33.9,-3.538,"major",16.2,56,66,"rap",5,36
1998,1.35,60.3,83.9,0,33.8,-8.94,"minor",28.9,76.3,39,"hip",4,2
1967,77.3,57.7,62.9,3.39,23,-9.925,"minor",3.56,90,20,"soul",3,26
1997,0.335,54.5,94.8,36.4,22.6,-5.098,"major",7.79,35.5,53,"rock",4,40
1993,7.54,62.9,36.4,0,2.58,-12.721,"minor",2.86,47.1,36,"other",7,28
1962,90,40.6,18.1,0.0051,10.1,-12.735,"major",3.06,36.7,15,"other",2,52
1965,68.3,72.3,74,0.0338,10.5,-9.127,"major",2.8,85.3,17,"other",2,24
1992,41.3,71.8,61.1,0.0233,15.9,-11.858,"major",3.92,65.6,41,"country",5,4
1992,84.6,58.8,14.9,0.00965,23.6,-16.728,"minor",3.19,11.3,64,"country",5,33
1977,10.2,57.7,55.4,0.00878,20.3,-11.481,"major",2.69,73.7,35,"country",3,56
1994,0.668,84.6,51.4,1.03,5.17,-15.699,"minor",17.1,76.9,36,"hip",4,28
1992,4.84,71.1,59.5,3.27,20.8,-12.99,"major",3.6,83.6,48,"hip",4,52
1991,3.9,74.4,69.7,0,17.1,-14.753,"major",6.31,68.3,62,"hip",4,18
1994,5.27,73.1,49.9,0.15,3.62,-13.619,"minor",37.4,47,47,"hip",3,34
2018,0.175,66.6,72.8,0.000426,4.29,-5.808,"major",4.19,51,70,"rock",3,25
2002,29,84.3,87.1,0,9.34,-5.796,"minor",14.2,72.3,37,"other",3,48
2001,27.8,77.9,78.8,0.00025,7.08,-4.63,"minor",3.62,79.1,27,"other",3,27
2000,12.5,32.9,74.7,0.000208,19.7,-6.411,"major",2.97,17.7,53,"rock",5,7
1998,17.2,32.2,39.4,0.000212,8.69,-9.563,"major",3.45,8.83,48,"rock",3,40
1995,13.1,66.3,61.2,57.6,11.6,-8.339,"major",3.21,72.2,48,"rock",5,28
1988,0.0395,48.8,84,0.000121,34.6,-4.626,"major",3.56,55.9,67,"rock",3,18
2018,3.05,90.4,51.8,0,32.5,-5.32,"major",18.3,18.8,71,"pop",5,3
1983,34.7,53.2,51.3,0.000644,14.6,-11.419,"major",2.74,67.6,23,"classic",4,9
1982,38.5,25.3,42.9,0.000131,21.4,-10.072,"minor",2.75,43.3,35,"classic",4,4
1982,55,25.3,32.3,0.000122,25.3,-10.124,"major",2.68,21.6,45,"classic",4,7
1981,43.3,45.2,31.3,0.0026,7.72,-9.309,"major",2.6,34.4,63,"classic",4,10
2018,17.1,75.3,65.7,0,11.2,-3.061,"major",4.49,43.7,81,"pop",3,5
1994,10.7,85.2,65.5,0.00207,13.7,-11.498,"minor",6.45,95.2,50,"rap",4,39
1997,2.52,61.2,84,0.262,4.2,-5.342,"major",4.22,90.7,53,"rock",4,25
1984,19.8,58,49.8,0,13.2,-6.901,"major",2.77,11.1,77,"rock",3,26
1982,2.61,62,93.6,0,6.79,-4.593,"major",3.08,76.3,79,"rock",2,56
2008,2.19,67.9,65.7,0,29.5,-6.222,"major",4.23,36.3,64,"pop",3,55
2020,4.17,70.6,62.5,0,12.9,-7.426,"major",3.14,22.5,74,"rap",4,2
2020,0.584,62.1,69.5,0,8.6,-5.124,"major",9.11,29.8,69,"rap",2,16
1960,23.8,58.3,53.2,0,36,-9.449,"major",7.84,96.2,21,"other",2,23
1992,22.9,55,53.4,0,7.14,-10.6,"major",3.31,31.1,20,"other",6,0
2015,5.77,77.9,47.2,0,11.4,-7.116,"major",21.8,41.2,59,"rap",2,22
2016,7.63,56.3,68.8,0,8.63,-4.474,"major",2.62,62.2,76,"country",3,22
2017,5.63,59.6,83.4,0,8.66,-4.308,"major",4.74,61.8,76,"country",3,25
2000,23.5,53.3,31.5,0.00119,9.39,-14.349,"major",3.08,31.6,43,"country",5,5
1999,18.4,53.5,58.2,0,10.9,-6.589,"major",3.9,49.5,32,"country",2,42
1998,19,56.6,80.7,0,5.92,-8.185,"major",5.96,69.4,56,"country",3,4
1999,2.75,75.4,70.2,0,6.19,-8.033,"minor",4.29,73.6,58,"other",3,48
1974,18.1,59.6,60.5,0.0331,8.63,-12.145,"major",2.55,88.6,83,"rock",4,44
2007,49.7,69.7,43.8,0,46.7,-10.047,"major",35.1,61.2,45,"pop",5,54
2002,18.6,74.8,67.2,0.000639,21.2,-8.45,"minor",4.87,66.1,37,"country",4,8
1999,29.1,69.9,47.7,0,16.4,-9.339,"major",3.1,83,51,"country",3,5
1999,10.8,69.9,51.4,0,8.17,-9.34,"major",2.7,41,43,"country",4,28
2005,22.6,55.1,26,0,13.5,-15.062,"major",3.26,15.3,31,"country",3,24
1976,50,62.5,37.3,0.0524,13.2,-12.549,"minor",3.83,43,45,"soul",8,3
1982,30.3,79.2,50.9,0.00339,9.66,-12.778,"major",3.36,93.1,37,"soul",4,5
2019,1.97,37.7,65.1,0.00531,17.4,-5.437,"minor",5.89,8.51,84,"pop",3,40
2016,10.2,68.7,76.1,0,14.7,-4.582,"minor",8.76,74.3,76,"pop",3,44
2021,4.92,66.6,79.6,0,4.42,-6.967,"minor",10.3,61,70,"pop",2,45
1968,26.3,44.3,72.7,0.0141,16.9,-7.951,"major",14.5,56.6,69,"rock",4,13
2014,7.02,72.9,65,0.00669,8.29,-3.539,"major",3.13,34.7,77,"pop",3,29
2013,44.1,82.6,43.6,61.5,9.64,-9.583,"major",5.58,27.2,76,"rock",4,19
1986,55.9,72.6,80.9,0.029,84.5,-12.356,"major",5.41,55.2,47,"other",4,30
1988,6.23,76.9,60.2,0.113,4.35,-14.144,"major",3.41,96,16,"other",4,0
2021,38.1,64.1,59.8,0,9.21,-5.7,"minor",32.4,28.5,56,"rap",3,20
1997,84.4,63.7,40.6,0.0176,8.75,-12.1,"major",2.35,35,40,"other",4,58
1962,80,45.8,47.2,0,35.8,-6.7,"major",2.92,49.8,14,"soul",2,49
1961,80,45.8,47.2,0,35.8,-6.7,"major",2.92,49.8,14,"soul",2,49
1965,52.6,34.4,49.7,0,26.2,-11.201,"major",3.83,64.2,22,"soul",2,48
1965,78.2,33.5,16.3,0,31.6,-17.254,"major",3.1,51.3,27,"other",2,32
2020,24,80.2,74.8,0,16.5,-5.708,"major",20.7,51.6,55,"hip",3,14
2016,6.9,84.3,35.9,0,12,-7.417,"major",46.1,15.6,68,"hip",2,44
2020,1.83,89.5,73.9,0.000761,10.2,-6.633,"major",28.3,76.3,69,"hip",3,39
2020,18,86.7,76.8,0,25.4,-3.73,"major",7.91,34,54,"hip",3,2
2004,2.98,75.9,89.1,0,14.1,-2.983,"major",25.7,58.7,67,"hip",3,37
1992,3.55,61.5,95.5,0.273,42.7,-8.336,"minor",5.87,58,18,"other",3,37
1969,13.3,80.4,47.7,0.00126,7.96,-12.228,"major",4.71,61.2,14,"soul",2,38
1995,27.3,87.2,88.5,0.000102,27.6,-4.979,"minor",25.7,58.6,40,"hip",4,4
2020,41.7,46.6,78.6,0.0061,12.5,-5.13,"major",3.28,57.1,78,"country",3,31
2021,72.3,53.2,58.4,0,10.1,-5.254,"major",2.48,36.7,72,"country",3,11
2020,61.5,62,86.9,0,13.1,-5.479,"major",4.62,59.7,80,"country",3,37
1958,9.89,77.8,81.4,0.000807,18,-8.97,"major",14,92.1,23,"other",2,35
2003,3.59,50.7,58.8,0.0129,37.3,-4.881,"major",6.41,63.7,70,"rock",4,39
2003,4.1,58.9,86.7,0,30.6,-4.523,"major",3.85,79.5,60,"pop",4,16
2009,29.4,62.5,41.4,0,15.1,-8.7,"major",3.69,66.9,72,"pop",3,10
1988,29.3,76.2,59.6,10,33.2,-12.11,"minor",2.91,93.2,38,"pop",6,29
1968,66.7,45.8,47.2,0.00729,20.3,-11.87,"minor",4.55,59.7,41,"rock",3,47
1996,2.24,39.1,78.9,0.000995,14.3,-6.166,"major",4.36,33.8,67,"classic",4,17
1983,5.48,37.7,90.1,0.255,30.4,-4.952,"major",4.03,90.9,29,"rock",3,55
1989,26.7,76.9,82.6,1.77,6.38,-8.252,"major",6.24,76.2,63,"pop",4,10
1988,26.7,76.9,82.6,1.77,6.38,-8.252,"major",6.24,76.2,63,"pop",4,10
2019,14,80.4,78.7,0,9.27,-3.824,"minor",7.46,56.2,83,"other",5,9
1964,43.6,69.5,73.1,0,13.1,-8.449,"major",8.63,86.7,50,"other",2,6
1965,11,33.1,80.5,0,24.7,-5.926,"major",3.41,70.7,17,"other",2,35
1983,2.53,70.6,82.5,0.00615,36.3,-9.121,"major",3.8,85.4,20,"soul",4,22
1976,12.4,72.4,87.9,1.55,35.9,-9.412,"minor",3.69,82.6,49,"soul",3,47
1974,2.23,67.2,81.4,4.11,15,-10.642,"minor",3.2,96.8,40,"soul",3,3
1979,53.2,42.4,44.3,0.0389,67.3,-13.45,"major",3.82,39.1,69,"soul",4,38
1986,8.4,75.9,63.9,3.31,5.18,-11.386,"major",4.25,70.6,57,"pop",3,55
1986,1.57,84.6,39.6,1.16,6.56,-12.408,"major",6.77,84.1,49,"pop",4,59
1987,82.3,59.2,20,0,10.1,-16.392,"major",3.44,38.2,56,"pop",4,37
1998,6.31,86.5,50.5,1.51,10.2,-11.813,"major",10.2,47.5,66,"pop",5,1
1990,10.3,70.5,91.3,0.111,21.6,-7.253,"minor",4.84,66.5,43,"pop",4,51
1990,2.59,80.6,95.4,0.0617,17.6,-6.741,"major",5.14,70.1,55,"pop",4,44
1990,62.6,42.8,40.9,0.961,13.8,-12.346,"minor",2.71,6.11,46,"pop",5,33
1983,0.549,72.3,59.8,0.0556,7.01,-14.328,"major",4.56,79.3,19,"pop",5,4
1967,34.1,60.7,53.4,0,9.82,-8.844,"minor",3.16,83.9,31,"other",2,24
2005,9.48,38.4,92.1,0,16.8,-3.334,"major",5.5,47.1,70,"rap",3,28
1992,0.13,59.9,97.6,78.7,38.3,-7.649,"minor",8.59,50.1,46,"other",5,44
2019,37.4,73.2,46.3,0,19.4,-6.972,"minor",2.87,39.7,79,"hip",3,33
2002,2.63,76.6,56.3,68.3,11.5,-7.516,"minor",3.39,96.4,81,"pop",3,51
2003,0.051,56.6,91.2,0,21.5,-4.198,"major",6.29,64.4,60,"pop",4,1
1994,36,54.6,51.9,0.046,24,-9.072,"major",2.91,24.7,74,"pop",5,42
2000,7.56,52.9,86.2,0,11.4,-5.528,"major",6.76,53.5,65,"pop",4,3
1989,70.2,83.7,38.3,0.000126,6.25,-13.166,"major",3.12,77.6,47,"other",4,18
1980,7.7,35.9,52.2,0.0127,29.9,-10.434,"major",5.84,71.2,32,"rock",3,54
1980,52.7,26.7,20.4,0,9.24,-13.714,"major",3.17,9.03,67,"rock",4,26
1981,13,34.1,32.4,0.000111,13.4,-11.864,"major",2.5,32.1,55,"rock",4,18
1969,22.7,47.9,88.8,0,31,-2.605,"major",3.46,59.8,2,"other",3,16
2001,6.18,78,57.2,0,4.95,-6.797,"major",9.51,69.5,58,"other",4,24
1974,40.4,75.9,54.3,0.00125,14.1,-11.189,"major",3.21,97.7,37,"classic",2,27
1976,79,48.7,30.5,0.004,13.7,-13.081,"major",2.54,23.8,12,"classic",2,58
1960,79,59.8,77.1,0,11,-5.102,"major",12.1,96.1,29,"other",2,19
1985,21.7,66.3,64.7,3.9,10.6,-12.237,"minor",2.77,60.1,28,"classic",4,58
1959,95,42.8,11.1,1.15,8.7,-16.501,"major",3.17,38.9,16,"other",2,46
1989,2.88,73.3,65,4.32,5.58,-11.793,"minor",6.94,81.1,37,"other",4,25
1997,1.71,74.5,60.8,0,8.1,-5.525,"major",3.73,54.1,31,"other",3,48
1989,27.2,73.8,53.4,0.00125,11.6,-8.545,"major",2.88,66.4,44,"classic",3,21
1982,29.6,66.1,52.5,0,4.45,-10.939,"major",3.14,76.6,32,"classic",3,46
2020,32.2,77.4,51.1,0,6.72,-8.914,"major",3.19,77.1,69,"classic",3,48
1973,35.1,73.2,68.3,0.337,23.1,-12.236,"major",3.2,91,11,"other",3,7
1991,2.67,70.5,63.6,0.0493,10.4,-11.829,"major",3.69,60.8,28,"pop",5,0
1972,81.3,54.1,24.9,0.00559,15.9,-13.125,"major",3.39,43.7,39,"classic",2,46
